value,mean,std
0.01,0.8659849771759346,0.0004220605190381321
0.1,0.8659849771759346,0.0004220605190381321
1.0,0.9581983882264856,0.0045273748489059965
5.0,0.9773958828123112,0.004653551327427285
10.0,0.9786518102261474,0.0049872692994024845
