dataset,algorithm,param_name,param_value,accuracy,precision,recall,f1,auc,additional_info,n_neighbors,weights,metric
obesity,svm,C,1,0.95,0.9524114611371137,0.95,0.9497946814531015,0.9971933954523214,"{'n_support_vectors': 477, 'training_time': 0.10253739356994629, 'kernel': 'linear'}",,,
obesity,svm,C,10,0.9653333333333333,0.9666144300770425,0.9653333333333333,0.965208444067471,0.9985941979870917,"{'n_support_vectors': 288, 'training_time': 0.12800917625427247, 'kernel': 'linear'}",,,
obesity,svm,C,100,0.9626666666666667,0.9637173806842927,0.9626666666666667,0.9626267149303966,0.9983877068477105,"{'n_support_vectors': 245, 'training_time': 0.15264077186584474, 'kernel': 'linear'}",,,
obesity,svm,kernel,linear,0.95,0.9524114611371137,0.95,0.9497946814531015,0.9971933954523214,"{'n_support_vectors': 477, 'training_time': 0.10156316757202148, 'C': 1.0}",,,
obesity,svm,kernel,rbf,0.8619999999999999,0.8673651196118224,0.8619999999999999,0.8627607616654576,0.9843514778661033,"{'n_support_vectors': 819, 'training_time': 0.15888404846191406, 'C': 1.0}",,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8547675602307431, 'precision': 0.8605966936515107, 'recall': 0.8547675602307431, 'f1': 0.8542229251426592, 'auc': 0.9125588484856313}",,,,,,{},1.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8741092636579573, 'precision': 0.8813442994280952, 'recall': 0.8741092636579573, 'f1': 0.8731362356234103, 'auc': 0.9646204975877005}",,,,,,{},3.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8842891075670173, 'precision': 0.8920239966777403, 'recall': 0.8842891075670173, 'f1': 0.8833645686149975, 'auc': 0.976234036340699}",,,,,,{},5.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8897183576518494, 'precision': 0.8978260569323628, 'recall': 0.8897183576518494, 'f1': 0.8887225302822348, 'auc': 0.9827021782633512}",,,,,,{},7.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8941296233457754, 'precision': 0.901840443605108, 'recall': 0.8941296233457754, 'f1': 0.8932486866016656, 'auc': 0.9861916097731502}",,,,,,{},9.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8880217170003394, 'precision': 0.8975733091117749, 'recall': 0.8880217170003394, 'f1': 0.8869520236438241, 'auc': 0.9879637972994264}",,,,,,{},11.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8907363420427553, 'precision': 0.8999187769288569, 'recall': 0.8907363420427553, 'f1': 0.8896668183656059, 'auc': 0.9901063567385604}",,,,,,{},15.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8917543264336614, 'precision': 0.9014412714955194, 'recall': 0.8917543264336614, 'f1': 0.8903625131432717, 'auc': 0.991143216612943}",,,,,,{},20.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8863250763488293, 'precision': 0.8979059869864203, 'recall': 0.8863250763488293, 'f1': 0.8848770265073915, 'auc': 0.9924760504754986}",,,,,,{},25.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8863250763488293, 'precision': 0.8976904496595083, 'recall': 0.8863250763488293, 'f1': 0.8848418910723255, 'auc': 0.9930215655667928}",,,,,,{},30.0,,
smartphone,knn,n_neighbors,"{'accuracy': 0.8764845605700713, 'precision': 0.8913834776241637, 'recall': 0.8764845605700713, 'f1': 0.8745165653410315, 'auc': 0.9933575677954293}",,,,,,{},50.0,,
smartphone,knn,weights,"{'accuracy': 0.8842891075670173, 'precision': 0.8920239966777403, 'recall': 0.8842891075670173, 'f1': 0.8833645686149975, 'auc': 0.976234036340699}",,,,,,{},,uniform,
smartphone,knn,weights,"{'accuracy': 0.8856464200882254, 'precision': 0.8930246741631696, 'recall': 0.8856464200882254, 'f1': 0.8847229186136363, 'auc': 0.9766009595635781}",,,,,,{},,distance,
smartphone,knn,metric,"{'accuracy': 0.8842891075670173, 'precision': 0.8920239966777403, 'recall': 0.8842891075670173, 'f1': 0.8833645686149975, 'auc': 0.976234036340699}",,,,,,{},,,euclidean
smartphone,knn,metric,"{'accuracy': 0.9019341703427214, 'precision': 0.9090844013959914, 'recall': 0.9019341703427214, 'f1': 0.9006746039771996, 'auc': 0.9819613877096361}",,,,,,{},,,manhattan
smartphone,knn,metric,"{'accuracy': 0.8842891075670173, 'precision': 0.8920239966777403, 'recall': 0.8842891075670173, 'f1': 0.8833645686149975, 'auc': 0.976234036340699}",,,,,,{},,,minkowski
har_smartphone,logistic_regression,C,0.001,0.9341703427214116,0.9363545560895188,0.9341703427214116,0.9340460366423501,,{},,,
har_smartphone,logistic_regression,C,0.01,0.9450288428910757,0.9468194584933649,0.9450288428910757,0.9451409959738256,,{},,,
har_smartphone,logistic_regression,C,0.1,0.9501187648456056,0.9525930183388966,0.9501187648456056,0.9502181190402875,,{},,,
har_smartphone,logistic_regression,C,1,0.9535120461486257,0.9560980418019894,0.9535120461486257,0.9535074333675047,,{},,,
har_smartphone,logistic_regression,C,10,0.9497794367153037,0.9513672905969366,0.9497794367153037,0.9495182323920803,,{},,,
har_smartphone,logistic_regression,C,100,0.9460468272819816,0.9476330760043227,0.9460468272819816,0.9457364640325951,,{},,,
har_smartphone,logistic_regression,C,1000,0.9484221241940957,0.9501756589151686,0.9484221241940957,0.9481500180673049,,{},,,
har_smartphone,logistic_regression,penalty,l1,0.9467254835425857,0.9493777754746038,0.9467254835425857,0.9468447010522443,,{'solver': 'saga'},,,
har_smartphone,logistic_regression,penalty,l2,0.9535120461486257,0.9560980418019894,0.9535120461486257,0.9535074333675047,,{'solver': 'lbfgs'},,,
smartphone_har,knn,n_neighbors,1,0.8547675602307431,0.8605966936515107,0.8547675602307431,0.8542229251426592,0.9125588484856313,{},,,
smartphone_har,knn,n_neighbors,3,0.8741092636579573,0.8813442994280952,0.8741092636579573,0.8731362356234103,0.9646204975877005,{},,,
smartphone_har,knn,n_neighbors,5,0.8842891075670173,0.8920239966777403,0.8842891075670173,0.8833645686149975,0.976234036340699,{},,,
smartphone_har,knn,n_neighbors,7,0.8897183576518494,0.8978260569323628,0.8897183576518494,0.8887225302822348,0.9827021782633512,{},,,
smartphone_har,knn,n_neighbors,9,0.8941296233457754,0.901840443605108,0.8941296233457754,0.8932486866016656,0.9861916097731502,{},,,
smartphone_har,knn,n_neighbors,11,0.8880217170003394,0.8975733091117749,0.8880217170003394,0.8869520236438241,0.9879637972994264,{},,,
smartphone_har,knn,n_neighbors,15,0.8907363420427553,0.8999187769288569,0.8907363420427553,0.8896668183656059,0.9901063567385604,{},,,
smartphone_har,knn,n_neighbors,20,0.8917543264336614,0.9014412714955194,0.8917543264336614,0.8903625131432717,0.991143216612943,{},,,
smartphone_har,knn,n_neighbors,25,0.8863250763488293,0.8979059869864203,0.8863250763488293,0.8848770265073915,0.9924760504754986,{},,,
smartphone_har,knn,n_neighbors,30,0.8863250763488293,0.8976904496595083,0.8863250763488293,0.8848418910723255,0.9930215655667928,{},,,
smartphone_har,knn,weights,uniform,0.8842891075670173,0.8920239966777403,0.8842891075670173,0.8833645686149975,0.976234036340699,{'n_neighbors': 5},,,
smartphone_har,knn,weights,distance,0.8856464200882254,0.8930246741631696,0.8856464200882254,0.8847229186136363,0.9766009595635781,{'n_neighbors': 5},,,
smartphone_har,knn,distance_metric,euclidean,0.8842891075670173,0.8920239966777403,0.8842891075670173,0.8833645686149975,0.976234036340699,{'n_neighbors': 5},,,
smartphone_har,knn,distance_metric,manhattan,0.9019341703427214,0.9090844013959914,0.9019341703427214,0.9006746039771996,0.9819613877096361,{'n_neighbors': 5},,,
har_smartphone,decision_tree,max_depth,1,0.3627417712928402,0.22206900047449615,0.3627417712928402,0.24750676868501928,,{},,,
har_smartphone,decision_tree,max_depth,2,0.5310485239226331,0.33628556107901597,0.5310485239226331,0.3944079347836427,,{},,,
har_smartphone,decision_tree,max_depth,3,0.7224295894129623,0.6710395389950372,0.7224295894129623,0.676871658855687,,{},,,
har_smartphone,decision_tree,max_depth,4,0.8096369189005769,0.825296009170611,0.8096369189005769,0.809630113502752,,{},,,
har_smartphone,decision_tree,max_depth,5,0.838479809976247,0.8467699492765868,0.838479809976247,0.8366211136093604,,{},,,
har_smartphone,decision_tree,max_depth,6,0.8561248727519511,0.8621097925789808,0.8561248727519511,0.8546233238407448,,{},,,
har_smartphone,decision_tree,max_depth,7,0.8629114353579912,0.863820995328009,0.8629114353579912,0.8622249576909994,,{},,,
har_smartphone,decision_tree,max_depth,8,0.8734306073973532,0.8767725748764973,0.8734306073973532,0.8722004991709819,,{},,,
har_smartphone,decision_tree,max_depth,9,0.8713946386155412,0.8722203898214271,0.8713946386155412,0.8704502542481836,,{},,,
har_smartphone,decision_tree,max_depth,10,0.8605361384458772,0.8607329350004224,0.8605361384458772,0.8598968264720658,,{},,,
har_smartphone,decision_tree,max_depth,11,0.8642687478791992,0.8653688943422815,0.8642687478791992,0.8637261354837074,,{},,,
har_smartphone,decision_tree,max_depth,12,0.8601968103155752,0.8608184942804069,0.8601968103155752,0.8594420295096769,,{},,,
har_smartphone,decision_tree,max_depth,13,0.8568035290125552,0.8577666475898394,0.8568035290125552,0.8562484165740372,,{},,,
har_smartphone,decision_tree,max_depth,14,0.8564642008822532,0.8572753643750293,0.8564642008822532,0.8557963951938314,,{},,,
har_smartphone,decision_tree,max_depth,15,0.8523922633186292,0.8530353996766813,0.8523922633186292,0.8516900863308026,,{},,,
har_smartphone,decision_tree,max_depth,16,0.8561248727519511,0.8567480975795394,0.8561248727519511,0.8556405600304612,,{},,,
har_smartphone,decision_tree,max_depth,17,0.8612147947064812,0.8624551723063506,0.8612147947064812,0.860383331838251,,{},,,
har_smartphone,decision_tree,max_depth,18,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,max_depth,19,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,max_depth,20,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,min_samples_split,2,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,min_samples_split,3,0.8506956226671191,0.8512276371906405,0.8506956226671191,0.849961321907374,,{},,,
har_smartphone,decision_tree,min_samples_split,4,0.8510349507974211,0.8517554913770409,0.8510349507974211,0.8505165126029364,,{},,,
har_smartphone,decision_tree,min_samples_split,5,0.8585001696640652,0.8592013065866383,0.8585001696640652,0.8574441932586903,,{},,,
har_smartphone,decision_tree,min_samples_split,6,0.8632507634882932,0.8632808881856516,0.8632507634882932,0.86285945881947,,{},,,
har_smartphone,decision_tree,min_samples_split,7,0.8574821852731591,0.8574035808981059,0.8574821852731591,0.8568532783250863,,{},,,
har_smartphone,decision_tree,min_samples_split,8,0.8557855446216491,0.8558533170574294,0.8557855446216491,0.855116050950467,,{},,,
har_smartphone,decision_tree,min_samples_split,9,0.8625721072276892,0.8628589849756073,0.8625721072276892,0.8620112100415841,,{},,,
har_smartphone,decision_tree,min_samples_split,10,0.8625721072276892,0.8628589849756073,0.8625721072276892,0.8620112100415841,,{},,,
har_smartphone,decision_tree,min_samples_split,11,0.8652867322701052,0.8652140504686684,0.8652867322701052,0.8649083875441222,,{},,,
har_smartphone,decision_tree,min_samples_split,12,0.8585001696640652,0.8583709251488709,0.8585001696640652,0.8578450987152677,,{},,,
har_smartphone,decision_tree,min_samples_split,13,0.8595181540549711,0.8595591922824951,0.8595181540549711,0.8588903323229709,,{},,,
har_smartphone,decision_tree,min_samples_split,14,0.8595181540549711,0.8595591922824951,0.8595181540549711,0.8588903323229709,,{},,,
har_smartphone,decision_tree,min_samples_split,15,0.8615541228367831,0.8619865765818546,0.8615541228367831,0.86108240026466,,{},,,
har_smartphone,decision_tree,min_samples_split,16,0.8612147947064812,0.8618287379609948,0.8612147947064812,0.8607000094130026,,{},,,
har_smartphone,decision_tree,min_samples_split,17,0.8639294197488971,0.8645028096416366,0.8639294197488971,0.8634933635010351,,{},,,
har_smartphone,decision_tree,min_samples_split,18,0.8639294197488971,0.8645028096416366,0.8639294197488971,0.8634933635010351,,{},,,
har_smartphone,decision_tree,min_samples_split,19,0.8601968103155752,0.8611492861067723,0.8601968103155752,0.8598101375584435,,{},,,
har_smartphone,decision_tree,min_samples_split,20,0.8601968103155752,0.8611492861067723,0.8601968103155752,0.8598101375584435,,{},,,
har_smartphone,decision_tree,min_samples_leaf,1,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,min_samples_leaf,2,0.8513742789277231,0.852008360455239,0.8513742789277231,0.8506882370791926,,{},,,
har_smartphone,decision_tree,min_samples_leaf,3,0.8659653885307091,0.8664293211918745,0.8659653885307091,0.8656519386189514,,{},,,
har_smartphone,decision_tree,min_samples_leaf,4,0.8710553104852392,0.8713657716385294,0.8710553104852392,0.8707936898747992,,{},,,
har_smartphone,decision_tree,min_samples_leaf,5,0.8666440447913132,0.8667292918305693,0.8666440447913132,0.86638418731448,,{},,,
har_smartphone,decision_tree,min_samples_leaf,6,0.8741092636579573,0.8747651194114621,0.8741092636579573,0.8735343781720417,,{},,,
har_smartphone,decision_tree,min_samples_leaf,7,0.8622327790973872,0.8625559228372763,0.8622327790973872,0.8619705398816253,,{},,,
har_smartphone,decision_tree,min_samples_leaf,8,0.8673227010519172,0.8680835593906098,0.8673227010519172,0.8664329646929496,,{},,,
har_smartphone,decision_tree,min_samples_leaf,9,0.8649474041398032,0.8662757489537453,0.8649474041398032,0.8641580601530644,,{},,,
har_smartphone,decision_tree,min_samples_leaf,10,0.8710553104852392,0.8724814745153509,0.8710553104852392,0.8702506432194921,,{},,,
har_smartphone,decision_tree,min_samples_leaf,11,0.8663047166610112,0.8689245914457863,0.8663047166610112,0.8652826528719186,,{},,,
har_smartphone,decision_tree,min_samples_leaf,12,0.8693586698337292,0.8717248679561582,0.8693586698337292,0.8681774988516466,,{},,,
har_smartphone,decision_tree,min_samples_leaf,13,0.8669833729216152,0.8701164843728756,0.8669833729216152,0.8657943213989036,,{},,,
har_smartphone,decision_tree,min_samples_leaf,14,0.8666440447913132,0.8689282410591013,0.8666440447913132,0.8656493880807129,,{},,,
har_smartphone,decision_tree,min_samples_leaf,15,0.8666440447913132,0.8683168545395951,0.8666440447913132,0.8657108270415457,,{},,,
har_smartphone,decision_tree,min_samples_leaf,16,0.8652867322701052,0.8656454060361488,0.8652867322701052,0.8643121575787589,,{},,,
har_smartphone,decision_tree,min_samples_leaf,17,0.8629114353579912,0.8639937388562212,0.8629114353579912,0.8617955783346777,,{},,,
har_smartphone,decision_tree,min_samples_leaf,18,0.8622327790973872,0.863347006856891,0.8622327790973872,0.8610916027052191,,{},,,
har_smartphone,decision_tree,min_samples_leaf,19,0.8608754665761792,0.8623682663713101,0.8608754665761792,0.8597619979198046,,{},,,
har_smartphone,decision_tree,min_samples_leaf,20,0.8571428571428571,0.8589804465927782,0.8571428571428571,0.8558897320208009,,{},,,
har_smartphone,decision_tree,criterion,gini,0.8540889039701391,0.8547367772958772,0.8540889039701391,0.8535637985039431,,{},,,
har_smartphone,decision_tree,criterion,entropy,0.8523922633186292,0.8539078612766753,0.8523922633186292,0.8512100052290332,,{},,,
smartphone_har,svm,C,0.01,0.7356633864947404,0.817925764860029,0.7356633864947404,0.6810322351339916,0.9831384572551694,"{'n_support_vectors': 7074, 'training_time_seconds': 33.03068685531616}",,,
smartphone_har,svm,C,0.1,0.9267051238547676,0.9278191133716954,0.9267051238547676,0.9260819357725578,0.9961941730400788,"{'n_support_vectors': 4356, 'training_time_seconds': 13.01412320137024}",,,
smartphone_har,svm,C,1.0,0.9524940617577197,0.9529277413856311,0.9524940617577197,0.952374062814601,0.9976470273878878,"{'n_support_vectors': 2337, 'training_time_seconds': 6.6758599281311035}",,,
smartphone_har,svm,C,10.0,0.9538513742789277,0.9549528057825137,0.9538513742789277,0.9536372112887391,0.9976219404991592,"{'n_support_vectors': 1930, 'training_time_seconds': 5.884225845336914}",,,
smartphone_har,svm,C,100.0,0.9548693586698337,0.9562380284541823,0.9548693586698337,0.9546419099077864,0.9977111879262057,"{'n_support_vectors': 1908, 'training_time_seconds': 5.9092981815338135}",,,
smartphone_har,svm,kernel,linear,0.9565659993213438,0.9578899889644352,0.9565659993213438,0.9563551850566404,0.9975690409583695,"{'n_support_vectors': 800, 'training_time_seconds': 2.6262457370758057}",,,
smartphone_har,svm,kernel,rbf,0.9524940617577197,0.9529277413856311,0.9524940617577197,0.952374062814601,0.9976470273878878,"{'n_support_vectors': 2337, 'training_time_seconds': 6.9389729499816895}",,,
smartphone_har,svm,kernel,poly,0.9250084832032576,0.928950798505112,0.9250084832032576,0.9241649471554533,0.9934952958841295,"{'n_support_vectors': 2641, 'training_time_seconds': 7.33544921875}",,,
sms_spam,logistic_regression,C,0.001,0.875968992248062,0.0,0.0,0.0,0.9391333655973452,{},,,
sms_spam,logistic_regression,C,0.01,0.875968992248062,0.0,0.0,0.0,0.9702105226769911,{},,,
sms_spam,logistic_regression,C,0.1,0.875968992248062,0.0,0.0,0.0,0.9773316509955753,{},,,
sms_spam,logistic_regression,C,1,0.9583333333333334,0.9885057471264368,0.671875,0.8,0.9827848451327433,{},,,
sms_spam,logistic_regression,C,10,0.9767441860465116,0.9642857142857143,0.84375,0.9,0.9823527378318584,{},,,
sms_spam,logistic_regression,C,100,0.9786821705426356,0.9568965517241379,0.8671875,0.9098360655737705,0.9779884540929203,{},,,
sms_spam,logistic_regression,penalty,l1,0.9612403100775194,0.94,0.734375,0.8245614035087719,0.9681364076327434,{'C': 1.0},,,
sms_spam,logistic_regression,penalty,l2,0.9583333333333334,0.9885057471264368,0.671875,0.8,0.9827848451327433,{'C': 1.0},,,
sms_spam,knn,n_neighbors,1,0.9544573643410853,0.9550561797752809,0.6640625,0.783410138248848,0.829818860619469,{},,,
sms_spam,knn,n_neighbors,3,0.9292635658914729,0.9824561403508771,0.4375,0.6054054054054054,0.8342695658185841,{},,,
sms_spam,knn,n_neighbors,5,0.9186046511627907,0.9782608695652174,0.3515625,0.5172413793103449,0.8308904867256638,{},,,
sms_spam,knn,n_neighbors,7,0.9127906976744186,0.975,0.3046875,0.4642857142857143,0.8318540860066372,{},,,
sms_spam,knn,n_neighbors,9,0.9011627906976745,0.9642857142857143,0.2109375,0.34615384615384615,0.8206149751106194,{},,,
sms_spam,knn,n_neighbors,11,0.8934108527131783,1.0,0.140625,0.2465753424657534,0.8082826327433628,{},,,
sms_spam,knn,n_neighbors,15,0.8856589147286822,1.0,0.078125,0.14492753623188406,0.8033998202433629,{},,,
sms_spam,knn,n_neighbors,20,0.8827519379844961,1.0,0.0546875,0.1037037037037037,0.8044023091814159,{},,,
sms_spam,knn,n_neighbors,25,0.8808139534883721,1.0,0.0390625,0.07518796992481203,0.7889371888827433,{},,,
sms_spam,knn,n_neighbors,30,0.875968992248062,0.0,0.0,0.0,0.7985472552544248,{},,,
sms_spam,knn,n_neighbors,50,0.875968992248062,0.0,0.0,0.0,0.825139138550885,{},,,
sms_spam,knn,weights,uniform,0.9186046511627907,0.9782608695652174,0.3515625,0.5172413793103449,0.8308904867256638,{'n_neighbors': 5},,,
sms_spam,knn,weights,distance,0.9312015503875969,0.9830508474576272,0.453125,0.6203208556149733,0.8440611172566371,{'n_neighbors': 5},,,
sms_spam,knn,distance_metric,euclidean,0.9186046511627907,0.9782608695652174,0.3515625,0.5172413793103449,0.8308904867256638,{'n_neighbors': 5},,,
sms_spam,knn,distance_metric,manhattan,0.8798449612403101,0.8333333333333334,0.0390625,0.07462686567164178,0.5262678028207965,{'n_neighbors': 5},,,
sms_spam,decision_tree,max_depth,1,0.8885658914728682,0.6666666666666666,0.203125,0.31137724550898205,0.5943722345132743,{},,,
sms_spam,decision_tree,max_depth,2,0.9069767441860465,0.8076923076923077,0.328125,0.4666666666666667,0.6603377350663717,{},,,
sms_spam,decision_tree,max_depth,3,0.9224806201550387,0.8243243243243243,0.4765625,0.6039603960396039,0.7333422635508849,{},,,
sms_spam,decision_tree,max_depth,5,0.9321705426356589,0.8536585365853658,0.546875,0.6666666666666666,0.7547531803097346,{},,,
sms_spam,decision_tree,max_depth,7,0.938953488372093,0.8571428571428571,0.609375,0.7123287671232876,0.8117913440265486,{},,,
sms_spam,decision_tree,max_depth,10,0.9515503875968992,0.9239130434782609,0.6640625,0.7727272727272727,0.8169420630530972,{},,,
sms_spam,decision_tree,max_depth,15,0.9505813953488372,0.8737864077669902,0.703125,0.7792207792207793,0.8015115113384956,{},,,
sms_spam,decision_tree,max_depth,20,0.9544573643410853,0.8521739130434782,0.765625,0.8065843621399177,0.8341312914823009,{},,,
sms_spam,decision_tree,max_depth,,0.9573643410852714,0.823076923076923,0.8359375,0.8294573643410853,0.8975343957411505,{},,,
sms_spam,decision_tree,min_samples_split,2,0.9573643410852714,0.823076923076923,0.8359375,0.8294573643410853,0.8975343957411505,{},,,
sms_spam,decision_tree,min_samples_split,5,0.9496124031007752,0.7923076923076923,0.8046875,0.7984496124031008,0.8794420630530974,{},,,
sms_spam,decision_tree,min_samples_split,10,0.9544573643410853,0.8188976377952756,0.8125,0.8156862745098039,0.8961602945243363,{},,,
sms_spam,decision_tree,min_samples_split,20,0.9573643410852714,0.8559322033898306,0.7890625,0.8211382113821138,0.8935417242809734,{},,,
sms_spam,decision_tree,min_samples_split,50,0.9525193798449613,0.8062015503875969,0.8125,0.8093385214007782,0.934077710176991,{},,,
sms_spam,decision_tree,min_samples_split,100,0.9554263565891473,0.7808219178082192,0.890625,0.8321167883211679,0.9491064021017699,{},,,
sms_spam,decision_tree,min_samples_leaf,1,0.9573643410852714,0.823076923076923,0.8359375,0.8294573643410853,0.8975343957411505,{},,,
sms_spam,decision_tree,min_samples_leaf,2,0.9573643410852714,0.9117647058823529,0.7265625,0.808695652173913,0.8831409015486725,{},,,
sms_spam,decision_tree,min_samples_leaf,5,0.9515503875968992,0.8362068965517241,0.7578125,0.7950819672131147,0.9355036642699115,{},,,
sms_spam,decision_tree,min_samples_leaf,10,0.9437984496124031,0.8365384615384616,0.6796875,0.75,0.9287152585730089,{},,,
sms_spam,decision_tree,min_samples_leaf,20,0.9408914728682171,0.819047619047619,0.671875,0.7381974248927039,0.9284819206305309,{},,,
sms_spam,decision_tree,min_samples_leaf,50,0.9234496124031008,0.7578947368421053,0.5625,0.6457399103139013,0.8882224834070795,{},,,
sms_spam,decision_tree,criterion,gini,0.9573643410852714,0.823076923076923,0.8359375,0.8294573643410853,0.8975343957411505,{},,,
sms_spam,decision_tree,criterion,entropy,0.9651162790697675,0.8709677419354839,0.84375,0.8571428571428571,0.9090846238938053,{},,,
sms_spam,decision_tree,criterion,log_loss,0.9651162790697675,0.8709677419354839,0.84375,0.8571428571428571,0.9090846238938053,{},,,
sms_spam,svm,C,0.001,0.875968992248062,0.0,0.0,0.0,0.9826897815265487,"{'n_support_vectors': 1034, 'training_time_seconds': 0.9928288459777832}",,,
sms_spam,svm,C,0.01,0.875968992248062,0.0,0.0,0.0,0.9831046045353982,"{'n_support_vectors': 1804, 'training_time_seconds': 1.7157461643218994}",,,
sms_spam,svm,C,0.1,0.8798449612403101,1.0,0.03125,0.06060606060606061,0.9831823838495576,"{'n_support_vectors': 1987, 'training_time_seconds': 1.8511879444122314}",,,
sms_spam,svm,C,1,0.9738372093023255,0.9809523809523809,0.8046875,0.8841201716738197,0.9855762582964601,"{'n_support_vectors': 2012, 'training_time_seconds': 2.2055752277374268}",,,
sms_spam,svm,C,10,0.9796511627906976,0.9908256880733946,0.84375,0.9113924050632911,0.9848676023230089,"{'n_support_vectors': 2076, 'training_time_seconds': 2.62906813621521}",,,
sms_spam,svm,C,100,0.9796511627906976,0.9908256880733946,0.84375,0.9113924050632911,0.9848589601769913,"{'n_support_vectors': 2077, 'training_time_seconds': 2.618433952331543}",,,
sms_spam,svm,C,1000,0.9796511627906976,0.9908256880733946,0.84375,0.9113924050632911,0.9848676023230089,"{'n_support_vectors': 2076, 'training_time_seconds': 2.629265308380127}",,,
sms_spam,svm,kernel,linear,0.9767441860465116,0.956140350877193,0.8515625,0.9008264462809917,0.9835367118362832,"{'n_support_vectors': 902, 'training_time_seconds': 0.7975637912750244}",,,
sms_spam,svm,kernel,rbf,0.9738372093023255,0.9809523809523809,0.8046875,0.8841201716738197,0.9855762582964601,"{'n_support_vectors': 2012, 'training_time_seconds': 2.2282419204711914}",,,
sms_spam,svm,kernel,poly,0.937984496124031,0.9848484848484849,0.5078125,0.6701030927835051,0.9856021847345131,"{'n_support_vectors': 3826, 'training_time_seconds': 3.1523630619049072}",,,
sms_spam,svm,kernel,sigmoid,0.9748062015503876,0.9473684210526315,0.84375,0.8925619834710744,0.9827243501106194,"{'n_support_vectors': 749, 'training_time_seconds': 0.742175817489624}",,,
mammogram,logistic_regression,C,0.001,0.7610619469026548,0.7457627118644068,0.7857142857142857,0.7652173913043478,0.8215852130325815,{},,,
mammogram,logistic_regression,C,0.01,0.7610619469026548,0.7457627118644068,0.7857142857142857,0.7652173913043478,0.830983709273183,{},,,
mammogram,logistic_regression,C,0.1,0.7522123893805309,0.75,0.75,0.75,0.8460213032581454,{},,,
mammogram,logistic_regression,C,1,0.7699115044247787,0.7678571428571429,0.7678571428571429,0.7678571428571429,0.8466478696741855,{},,,
mammogram,logistic_regression,C,10,0.7876106194690266,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8463345864661654,{},,,
mammogram,logistic_regression,C,100,0.7876106194690266,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8463345864661653,{},,,
mammogram,logistic_regression,C,1000,0.7876106194690266,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8463345864661653,{},,,
mammogram,logistic_regression,penalty,l1,0.7876106194690266,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8466478696741855,{'solver': 'liblinear'},,,
mammogram,logistic_regression,penalty,l2,0.7699115044247787,0.7678571428571429,0.7678571428571429,0.7678571428571429,0.8466478696741855,{'solver': 'lbfgs'},,,
mammogram,knn,n_neighbors,1,0.6283185840707964,0.6346153846153846,0.5892857142857143,0.6111111111111112,0.6279761904761906,{},,,
mammogram,knn,n_neighbors,3,0.7079646017699115,0.7017543859649122,0.7142857142857143,0.7079646017699115,0.7243107769423558,{},,,
mammogram,knn,n_neighbors,5,0.7168141592920354,0.7222222222222222,0.6964285714285714,0.7090909090909091,0.7716165413533835,{},,,
mammogram,knn,n_neighbors,7,0.7345132743362832,0.75,0.6964285714285714,0.7222222222222222,0.7979323308270676,{},,,
mammogram,knn,n_neighbors,9,0.7522123893805309,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.8098370927318296,{},,,
mammogram,knn,n_neighbors,11,0.7433628318584071,0.7454545454545455,0.7321428571428571,0.7387387387387387,0.8170426065162907,{},,,
mammogram,knn,n_neighbors,15,0.7699115044247787,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.8151629072681704,{},,,
mammogram,knn,n_neighbors,20,0.7522123893805309,0.7413793103448276,0.7678571428571429,0.7543859649122807,0.8139097744360902,{},,,
mammogram,knn,n_neighbors,25,0.7256637168141593,0.6984126984126984,0.7857142857142857,0.7394957983193278,0.8320802005012532,{},,,
mammogram,knn,n_neighbors,30,0.7787610619469026,0.7540983606557377,0.8214285714285714,0.7863247863247863,0.8322368421052632,{},,,
mammogram,knn,n_neighbors,50,0.7610619469026548,0.7301587301587301,0.8214285714285714,0.773109243697479,0.8348997493734335,{},,,
mammogram,knn,weights,uniform,0.7168141592920354,0.7222222222222222,0.6964285714285714,0.7090909090909091,0.7716165413533835,{'n_neighbors': 5},,,
