dataset,algorithm,parameter,metric,variance,std_dev,range,mean,min,max,cv,n_values
sonar,decision_tree,min_samples_split,precision,0.0003023664974477102,0.01738868877885018,0.05777777777777782,0.728972483455242,0.72,0.7777777777777778,0.0238536970509914,19
sonar,decision_tree,min_samples_split,recall,0.008228215166014208,0.09070950978819259,0.2272727272727273,0.8755980861244019,0.7272727272727273,0.9545454545454546,0.10359719970345492,19
sonar,decision_tree,min_samples_split,f1,0.0018346657482033223,0.042832998356446196,0.1298701298701298,0.7936886247932949,0.7272727272727273,0.8571428571428571,0.05396700547094454,19
sonar,knn,k,accuracy,0.0029724111866969018,0.05451982379554158,0.2142857142857143,0.7876190476190476,0.7142857142857143,0.9285714285714286,0.06922105802335993,25
sonar,knn,k,precision,0.005203495198104838,0.07213525627669758,0.3214285714285714,0.7619243651678435,0.6785714285714286,1.0,0.09467508794105434,25
sonar,knn,k,recall,0.0007782369146005504,0.02789689793866964,0.13636363636363635,0.8763636363636365,0.8181818181818182,0.9545454545454546,0.031832559888523446,25
sonar,knn,k,f1,0.0018919531517733953,0.04349658781759088,0.18333333333333335,0.8135916140140464,0.75,0.9333333333333333,0.053462433816138036,25
sonar,knn,metric,accuracy,0.00018896447467876083,0.013746434980705392,0.023809523809523836,0.9206349206349206,0.9047619047619048,0.9285714285714286,0.014931472479042064,3
sonar,knn,metric,precision,0.0004824354127284171,0.02196441241482269,0.03804347826086951,0.9003623188405797,0.875,0.9130434782608695,0.024395081796744718,3
sonar,knn,metric,recall,0.0,0.0,0.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.0,3
sonar,knn,metric,f1,0.00013722607295386217,0.01171435328790549,0.020289855072463836,0.9265700483091788,0.9130434782608695,0.9333333333333333,0.012642706624590386,3
sonar,knn,weights,accuracy,0.0,0.0,0.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.0,2
sonar,knn,weights,precision,0.0,0.0,0.0,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,2
sonar,knn,weights,recall,0.0,0.0,0.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.0,2
sonar,knn,weights,f1,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,2
sonar,logistic_regression,C,accuracy,0.001079796998164346,0.03286026473058831,0.09523809523809523,0.7789115646258503,0.7380952380952381,0.8333333333333334,0.04218741410826622,7
sonar,logistic_regression,C,precision,0.0024796427394070284,0.049796011280091784,0.15245009074410154,0.7965756014678922,0.6896551724137931,0.8421052631578947,0.06251259916614321,7
sonar,logistic_regression,C,recall,0.006001574183392363,0.07746982756784969,0.18181818181818177,0.7857142857142858,0.7272727272727273,0.9090909090909091,0.09859796235908141,7
sonar,logistic_regression,C,f1,0.001034776115025791,0.032167936132518525,0.08253968253968258,0.7875917255298276,0.7619047619047619,0.8444444444444444,0.04084341555376113,7
sonar,logistic_regression,penalty,accuracy,0.0011337868480725648,0.03367175148507373,0.04761904761904767,0.8095238095238095,0.7857142857142857,0.8333333333333334,0.0415945165403852,2
sonar,logistic_regression,penalty,precision,0.0009451795841209817,0.03074377309506726,0.04347826086956519,0.8043478260869565,0.782608695652174,0.8260869565217391,0.038221988172245785,2
sonar,logistic_regression,penalty,recall,0.0010330578512396675,0.03214121732666122,0.045454545454545414,0.8409090909090909,0.8181818181818182,0.8636363636363636,0.03822198817224577,2
sonar,logistic_regression,penalty,f1,0.0009876543209876524,0.03142696805273541,0.0444444444444444,0.8222222222222222,0.8,0.8444444444444444,0.03822198817224577,2
sonar,svm,C,accuracy,0.042031098153547136,0.20501487300570936,0.40476190476190477,0.7653061224489797,0.5238095238095238,0.9285714285714286,0.2678861007274602,7
sonar,svm,C,precision,0.03374726335354279,0.18370428234949449,0.35619047619047617,0.7331030873888017,0.5238095238095238,0.88,0.25058451602464304,7
sonar,svm,C,recall,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7
sonar,svm,C,f1,0.016229488989247125,0.12739501163407901,0.24867021276595747,0.8344274752105237,0.6875,0.9361702127659575,0.15267355812071937,7
sonar,svm,kernel,accuracy,0.008078231292517007,0.08987898137227084,0.2142857142857143,0.8392857142857143,0.7142857142857143,0.9285714285714286,0.1070898501456844,4
sonar,svm,kernel,precision,0.007518906147271531,0.08671162636735359,0.19166666666666665,0.8240064102564103,0.7083333333333334,0.9,0.10523173762734575,4
sonar,svm,kernel,recall,0.011707988980716254,0.10820346103852803,0.2272727272727273,0.8863636363636365,0.7727272727272727,1.0,0.12207569963321109,4
sonar,svm,kernel,f1,0.00679317834242141,0.08242073975900369,0.19703977798334882,0.8518608761728559,0.7391304347826086,0.9361702127659575,0.09675375646935948,4
thoracic,decision_tree,criterion,accuracy,0.00015089784216085596,0.012284048280630289,0.02127659574468077,0.7304964539007092,0.723404255319149,0.7446808510638298,0.016816027257950204,3
thoracic,decision_tree,criterion,precision,1.3382626565940487e-05,0.0036582272436168433,0.006336235451577021,0.7679545166667227,0.7658424381828637,0.7721786736344407,0.004763598838503144,3
thoracic,decision_tree,criterion,recall,0.00015089784216085596,0.012284048280630289,0.02127659574468077,0.7304964539007092,0.723404255319149,0.7446808510638298,0.016816027257950204,3
thoracic,decision_tree,criterion,f1,7.44354866657448e-05,0.008627600284305295,0.01494344203981246,0.7474026807568735,0.7424215334102694,0.7573649754500819,0.011543443054777872,3
thoracic,decision_tree,criterion,auc,5.208333333333297e-05,0.007216878364870297,0.012499999999999956,0.5470238095238095,0.5428571428571428,0.5553571428571428,0.01319298765286409,3
thoracic,decision_tree,max_depth,accuracy,0.00204026457421659,0.04516928795339362,0.1063829787234043,0.8037825059101655,0.7446808510638298,0.851063829787234,0.05619590824789853,9
thoracic,decision_tree,max_depth,precision,0.0004874049974843285,0.02207725067766203,0.06184341513785585,0.7609702211803171,0.7229466941203385,0.7847901092581944,0.02901197716175897,9
thoracic,decision_tree,max_depth,recall,0.00204026457421659,0.04516928795339362,0.1063829787234043,0.8037825059101655,0.7446808510638298,0.851063829787234,0.05619590824789853,9
thoracic,decision_tree,max_depth,f1,0.00020016938100819268,0.014148122879314863,0.03543240850541152,0.7769065220403136,0.7573649754500819,0.7927973839554934,0.018210843232669784,9
thoracic,decision_tree,max_depth,auc,0.0011886880403202964,0.034477355471675845,0.09732142857142867,0.5495039682539683,0.5044642857142857,0.6017857142857144,0.06274268697499413,9
thoracic,decision_tree,min_samples_leaf,accuracy,0.004696695337256676,0.06853244003577193,0.15957446808510634,0.8031914893617021,0.6914893617021277,0.851063829787234,0.08532515713062995,6
thoracic,decision_tree,min_samples_leaf,precision,0.0016025913879812552,0.0400323792445722,0.09540148027102724,0.767146600646908,0.724309642372114,0.8197111226431413,0.052183479938272936,6
thoracic,decision_tree,min_samples_leaf,recall,0.004696695337256676,0.06853244003577193,0.15957446808510634,0.8031914893617021,0.6914893617021277,0.851063829787234,0.08532515713062995,6
thoracic,decision_tree,min_samples_leaf,f1,0.0012996058107406629,0.03605004591870394,0.10447438510939511,0.7778427056739101,0.7198169001747979,0.824291285284193,0.04634619011753897,6
thoracic,decision_tree,min_samples_leaf,auc,0.0014712013711734692,0.03835624292306885,0.11964285714285716,0.5484374999999999,0.48526785714285714,0.6049107142857143,0.06993730903351586,6
thoracic,decision_tree,min_samples_split,accuracy,0.001165685830692619,0.03414214156570468,0.0851063829787233,0.7712765957446809,0.723404255319149,0.8085106382978723,0.04426705251277572,6
thoracic,decision_tree,min_samples_split,precision,0.0008611956663473724,0.029346135458478556,0.06437442020528472,0.7540791368725229,0.7186761229314421,0.7830505431367268,0.03891651953160921,6
thoracic,decision_tree,min_samples_split,recall,0.001165685830692619,0.03414214156570468,0.0851063829787233,0.7712765957446809,0.723404255319149,0.8085106382978723,0.04426705251277572,6
thoracic,decision_tree,min_samples_split,f1,0.00021196630062072483,0.014559062491133309,0.04259962301065445,0.7614058899735081,0.7371453900709221,0.7797450130815765,0.019121289555088506,6
thoracic,decision_tree,min_samples_split,auc,0.0007255261479591842,0.026935592586003823,0.07633928571428572,0.5607142857142857,0.5147321428571429,0.5910714285714286,0.04803799951643994,6
thoracic,knn,metric,accuracy,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,knn,metric,precision,0.0,0.0,0.0,0.7229466941203385,0.7229466941203385,0.7229466941203385,0.0,2
thoracic,knn,metric,recall,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,knn,metric,f1,0.0,0.0,0.0,0.7772721682449883,0.7772721682449883,0.7772721682449883,0.0,2
thoracic,knn,metric,auc,1.6840720663265186e-05,0.004103744712243342,0.005803571428571408,0.4631696428571429,0.4602678571428572,0.4660714285714286,0.008860133161855504,2
thoracic,knn,n_neighbors,accuracy,0.0006564056133997285,0.025620413997430418,0.08510638297872342,0.8404255319148937,0.7659574468085106,0.851063829787234,0.030485049566562773,11
thoracic,knn,n_neighbors,precision,6.923975189522384e-05,0.008321042716824847,0.02978648195362621,0.7263925952880329,0.7215541165587419,0.7513405985123681,0.011455296723564953,11
thoracic,knn,n_neighbors,recall,0.0006564056133997285,0.025620413997430418,0.08510638297872342,0.8404255319148937,0.7659574468085106,0.851063829787234,0.030485049566562773,11
thoracic,knn,n_neighbors,f1,5.807120747786523e-05,0.007620446671807711,0.024186912423645013,0.7789333840419065,0.7584005172657655,0.7825874296894105,0.009783181499122565,11
thoracic,knn,n_neighbors,auc,0.003766353345315399,0.06137062282000566,0.15803571428571422,0.545698051948052,0.4602678571428572,0.6183035714285714,0.11246260198460058,11
thoracic,knn,weights,accuracy,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,knn,weights,precision,0.0,0.0,0.0,0.7229466941203385,0.7229466941203385,0.7229466941203385,0.0,2
thoracic,knn,weights,recall,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,knn,weights,f1,0.0,0.0,0.0,0.7772721682449883,0.7772721682449883,0.7772721682449883,0.0,2
thoracic,knn,weights,auc,3.22863520408161e-05,0.005682108063106165,0.008035714285714257,0.4642857142857143,0.4602678571428572,0.46830357142857143,0.012238386597459433,2
thoracic,logistic_regression,C,accuracy,3.0179568432171196e-05,0.005493593398875748,0.010638297872340385,0.8439716312056739,0.8404255319148937,0.851063829787234,0.0065092157079116,6
thoracic,logistic_regression,C,precision,4.953674498714522e-07,0.0007038234507825469,0.0013629482517755198,0.7234010102042636,0.7229466941203385,0.724309642372114,0.0009729367817496016,6
thoracic,logistic_regression,C,recall,3.0179568432171196e-05,0.005493593398875748,0.010638297872340385,0.8439716312056739,0.8404255319148937,0.851063829787234,0.0065092157079116,6
thoracic,logistic_regression,C,f1,7.533867792682926e-06,0.0027447892073313982,0.005315261444422181,0.7790439220597958,0.7772721682449883,0.7825874296894105,0.0035232791497482744,6
thoracic,logistic_regression,C,auc,0.0006411564625850341,0.025321067564086513,0.06071428571428572,0.6889880952380952,0.6455357142857143,0.70625,0.03675109590295062,6
thoracic,logistic_regression,penalty,accuracy,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,logistic_regression,penalty,precision,0.0,0.0,0.0,0.7229466941203385,0.7229466941203385,0.7229466941203385,0.0,2
thoracic,logistic_regression,penalty,recall,0.0,0.0,0.0,0.8404255319148937,0.8404255319148937,0.8404255319148937,0.0,2
thoracic,logistic_regression,penalty,f1,0.0,0.0,0.0,0.7772721682449883,0.7772721682449883,0.7772721682449883,0.0,2
thoracic,logistic_regression,penalty,auc,3.985969387755173e-05,0.006313453403451373,0.008928571428571508,0.6973214285714286,0.6928571428571428,0.7017857142857143,0.009053864035679305,2
thoracic,svm,C,accuracy,0.0015736489253917972,0.03966924407386404,0.1063829787234043,0.8267477203647416,0.7446808510638298,0.851063829787234,0.04798228419228408,7
thoracic,svm,C,precision,0.00014907328726633607,0.012209557210084897,0.04094132817537066,0.725453390076375,0.7092198581560284,0.750161186331399,0.01683024350992348,7
thoracic,svm,C,recall,0.0015736489253917972,0.03966924407386404,0.1063829787234043,0.8267477203647416,0.7446808510638298,0.851063829787234,0.04798228419228408,7
thoracic,svm,C,f1,0.00042077667376854474,0.020512841679507614,0.056069526212503384,0.7719335371633781,0.7265179034769071,0.7825874296894105,0.02657332618930652,7
thoracic,svm,C,auc,0.0004918686224489788,0.02217811133638252,0.0714285714285714,0.5017857142857143,0.475,0.5464285714285714,0.04419837134652744,7
thoracic,svm,kernel,accuracy,2.8293345405160492e-05,0.005319148936170193,0.010638297872340385,0.8537234042553192,0.851063829787234,0.8617021276595744,0.006230529595015552,4
thoracic,svm,kernel,precision,0.0056645799127477935,0.0752634035421452,0.15672444593719725,0.7837315671301748,0.724309642372114,0.8810340883093113,0.09603211954029184,4
thoracic,svm,kernel,recall,2.8293345405160492e-05,0.005319148936170193,0.010638297872340385,0.8537234042553192,0.851063829787234,0.8617021276595744,0.006230529595015552,4
thoracic,svm,kernel,f1,0.0001555958381425265,0.012473806080845033,0.024381782789579143,0.7931380714033442,0.7825874296894105,0.8069692124789897,0.015727155876875787,4
thoracic,svm,kernel,auc,0.008323235544217681,0.09123176828395732,0.17053571428571423,0.5883928571428572,0.4982142857142857,0.66875,0.15505247417000334,4
