dataset,algorithm,parameter,metric,variance,std_dev,range,mean,min,max,cv,n_values
mammogram,knn,weights,auc,0.0072361354514104805,0.08506547743597564,0.12030075187969924,0.7114661654135339,0.6513157894736843,0.7716165413533835,0.11956363010816126,2
mammogram,logistic_regression,C,accuracy,0.0002274854651704843,0.015082621296395541,0.03539823008849563,0.7724399494310997,0.7522123893805309,0.7876106194690266,0.01952594671922893,7
mammogram,logistic_regression,C,precision,0.0003735963647165268,0.019328641046812547,0.03995157384987891,0.7666464891041161,0.7457627118644068,0.7857142857142857,0.02521193447243137,7
mammogram,logistic_regression,C,recall,0.00019740038872691893,0.014049924865525755,0.0357142857142857,0.7780612244897959,0.75,0.7857142857142857,0.01805760835175769,7
mammogram,logistic_regression,C,f1,0.00019285360647094342,0.013887174171549208,0.0357142857142857,0.7722049689440994,0.75,0.7857142857142857,0.0179837928141518,7
mammogram,logistic_regression,C,auc,0.0001031097704878016,0.010154298128763091,0.02506265664160401,0.8406059792337988,0.8215852130325815,0.8466478696741855,0.012079735785389725,7
mammogram,logistic_regression,penalty,accuracy,0.00015662933667475967,0.012515164268788471,0.017699115044247815,0.7787610619469026,0.7699115044247787,0.7876106194690266,0.01607060866333065,2
mammogram,logistic_regression,penalty,precision,0.00015943877551020296,0.01262690680690259,0.017857142857142794,0.7767857142857143,0.7678571428571429,0.7857142857142857,0.016255328303138965,2
mammogram,logistic_regression,penalty,recall,0.00015943877551020296,0.01262690680690259,0.017857142857142794,0.7767857142857143,0.7678571428571429,0.7857142857142857,0.016255328303138965,2
mammogram,logistic_regression,penalty,f1,0.00015943877551020296,0.01262690680690259,0.017857142857142794,0.7767857142857143,0.7678571428571429,0.7857142857142857,0.016255328303138965,2
mammogram,logistic_regression,penalty,auc,0.0,0.0,0.0,0.8466478696741855,0.8466478696741855,0.8466478696741855,0.0,2
mammogram,svm,C,accuracy,0.00029492764683600626,0.01717345762611613,0.04247787610619458,0.7691213653603033,0.7446902654867257,0.7871681415929203,0.022328670609834168,5
mammogram,svm,C,precision,0.0036479075774579115,0.060397910373272946,0.14499991191445127,0.7844276956459151,0.7044359562006621,0.8494358681151134,0.07699614726573362,5
mammogram,svm,C,recall,0.004383928571428566,0.06621124203206406,0.15714285714285703,0.7528571428571429,0.6785714285714286,0.8357142857142856,0.08794662129496175,5
mammogram,svm,C,f1,0.00011966058410249485,0.010938948034545865,0.02719849524676443,0.7619684309534026,0.7513788999083116,0.7785773951550761,0.014356169613035877,5
mammogram,svm,C,auc,9.129518068421902e-05,0.009554851159710392,0.023210929108485434,0.8352318295739348,0.8205234067311136,0.843734335839599,0.01143975938343307,5
mammogram,svm,kernel,accuracy,0.00026434010002701006,0.016258539295613553,0.022993046776232595,0.7632822376738306,0.7517857142857143,0.7747787610619469,0.021300822281889953,2
mammogram,svm,kernel,precision,0.004379631538754391,0.06617878465758034,0.09359093480411862,0.7805552977747929,0.7337598303727336,0.8273507651768522,0.08478423610248091,2
mammogram,svm,kernel,recall,0.0043112244897959085,0.06565991539589362,0.09285714285714275,0.7392857142857142,0.6928571428571428,0.7857142857142856,0.08881534449686095,2
mammogram,svm,kernel,f1,2.12175005856469e-05,0.004606245823406183,0.006514215315085448,0.7546360075658544,0.7513788999083116,0.7578931152233971,0.006103930606576857,2
mammogram,svm,kernel,auc,2.9542119489972e-07,0.0005435266275903325,0.0007686627282491587,0.8426473549946294,0.8422630236305049,0.843031686358754,0.000645022647218535,2
obesity,decision_tree,criterion,accuracy,0.0006887052341597784,0.026243194054073875,0.045454545454545414,0.956140350877193,0.9258373205741627,0.9712918660287081,0.02744701029508644,3
obesity,decision_tree,criterion,precision,0.0006776245415885484,0.026031222437460526,0.045087399844808584,0.9566765851840945,0.9266183186208888,0.9717057184656974,0.027210054934553776,3
obesity,decision_tree,criterion,recall,0.0006887052341597784,0.026243194054073875,0.045454545454545414,0.956140350877193,0.9258373205741627,0.9712918660287081,0.02744701029508644,3
obesity,decision_tree,criterion,f1,0.0006847779702696415,0.026168262652870967,0.04532476046057965,0.9561175334305819,0.9259010264568622,0.9712257869174419,0.027369294817738945,3
obesity,decision_tree,criterion,auc,0.00023054574783972883,0.015183733000804804,0.026298997005954172,0.9744385841147883,0.9569059194441523,0.9832049164501064,0.015582031795875776,3
obesity,decision_tree,max_depth,accuracy,0.05077722579611273,0.2253380256328539,0.6363636363636364,0.7695374800637959,0.2894736842105263,0.9258373205741627,0.2928226778690143,9
obesity,decision_tree,max_depth,precision,0.09123429703040678,0.3020501564813479,0.8288203936568415,0.7266347193551836,0.09779792496404736,0.9266183186208888,0.41568362815003873,9
obesity,decision_tree,max_depth,recall,0.05077722579611273,0.2253380256328539,0.6363636363636364,0.7695374800637959,0.2894736842105263,0.9258373205741627,0.2928226778690143,9
obesity,decision_tree,max_depth,f1,0.07923619717564227,0.28148924877451764,0.7830009263377775,0.7355733142488213,0.1429001001190847,0.9259010264568622,0.3826800718864832,9
obesity,decision_tree,max_depth,auc,0.006710772300102757,0.08191930358653421,0.2496818068858676,0.9191174090796372,0.7270232042178454,0.976705011103713,0.08912822537935007,9
obesity,decision_tree,min_samples_leaf,accuracy,0.0018896469097929706,0.04347006912569809,0.11961722488038284,0.9094896331738438,0.8229665071770335,0.9425837320574163,0.047796112830885924,6
obesity,decision_tree,min_samples_leaf,precision,0.0016178941768512766,0.04022305528986177,0.11130406536456328,0.9118567815583916,0.8324889332692241,0.9437929986337874,0.04411115440861153,6
obesity,decision_tree,min_samples_leaf,recall,0.0018896469097929706,0.04347006912569809,0.11961722488038284,0.9094896331738438,0.8229665071770335,0.9425837320574163,0.047796112830885924,6
obesity,decision_tree,min_samples_leaf,f1,0.0021104163361051463,0.045939267909982484,0.12541950584931028,0.9081364017931816,0.8164519209581664,0.9418714268074767,0.05058630820135835,6
obesity,decision_tree,min_samples_leaf,auc,0.00014914271901615703,0.012212400215197544,0.032309878767258104,0.9792426083468331,0.9569059194441523,0.9892157982114104,0.012471271277517874,6
obesity,decision_tree,min_samples_split,accuracy,0.0016750227024717082,0.04092704121325787,0.10526315789473684,0.9106858054226477,0.8277511961722488,0.9330143540669856,0.0449409016474828,6
obesity,decision_tree,min_samples_split,precision,0.0015601971679464015,0.039499331234166504,0.1014108412179009,0.9115551873627276,0.8315257281689945,0.9329365693868954,0.0433318045706528,6
obesity,decision_tree,min_samples_split,recall,0.0016750227024717082,0.04092704121325787,0.10526315789473684,0.9106858054226477,0.8277511961722488,0.9330143540669856,0.0449409016474828,6
obesity,decision_tree,min_samples_split,f1,0.0018341758563462929,0.04282727934793772,0.10961076512238732,0.909744792888794,0.8228593438873331,0.9324701090097204,0.047076146720163616,6
obesity,decision_tree,min_samples_split,auc,6.029211749660309e-05,0.0077647999006157965,0.020672582851183896,0.9718923313867266,0.9569059194441523,0.9775785022953362,0.007989362247088353,6
obesity,knn,distance_metric,accuracy,0.0004836198804972412,0.021991359223505064,0.031100478468899517,0.8241626794258373,0.8086124401913876,0.8397129186602871,0.02668327476175651,2
obesity,knn,distance_metric,precision,0.000613185371560914,0.024762580066723945,0.035019576569710664,0.8166600521678253,0.79915026388297,0.8341698404526806,0.030321772200062484,2
obesity,knn,distance_metric,recall,0.0004836198804972412,0.021991359223505064,0.031100478468899517,0.8241626794258373,0.8086124401913876,0.8397129186602871,0.02668327476175651,2
obesity,knn,distance_metric,f1,0.0007679264921041783,0.027711486645508182,0.039189960247598576,0.813587555738807,0.7939925756150078,0.8331825358626064,0.03406085362299302,2
obesity,knn,distance_metric,auc,0.00017884063373280139,0.013373131037001072,0.01891246328391949,0.9546473787759197,0.9451911471339599,0.9641036104178794,0.014008451009574385,2
obesity,knn,n_neighbors,accuracy,0.0017156408756875783,0.04142029545630473,0.1411483253588517,0.7698999565028273,0.6866028708133971,0.8277511961722488,0.053799581499460215,11
obesity,knn,n_neighbors,precision,0.0017668605791725303,0.04203404071907114,0.14747920324202612,0.7605923154336997,0.677154163976728,0.8246333672187541,0.05526487694672905,11
obesity,knn,n_neighbors,recall,0.0017156408756875783,0.04142029545630473,0.1411483253588517,0.7698999565028273,0.6866028708133971,0.8277511961722488,0.053799581499460215,11
obesity,knn,n_neighbors,f1,0.002122641675403156,0.04607213556373479,0.15811897692609378,0.7527953483942343,0.6620673753740443,0.820186352300138,0.06120140840669368,11
obesity,knn,n_neighbors,auc,0.00020293819859397997,0.014245637879504728,0.05048446299164133,0.9397072496955888,0.8999235520449818,0.9504080150366231,0.015159655184228382,11
obesity,knn,weights,accuracy,2.5754904878551186e-05,0.005074929051578079,0.0071770334928229484,0.812200956937799,0.8086124401913876,0.8157894736842105,0.006248366254962112,2
obesity,knn,weights,precision,7.711378294249177e-05,0.008781445378893601,0.012418839152069872,0.8053596834590049,0.79915026388297,0.8115691030350398,0.01090375587362091,2
obesity,knn,weights,recall,2.5754904878551186e-05,0.005074929051578079,0.0071770334928229484,0.812200956937799,0.8086124401913876,0.8157894736842105,0.006248366254962112,2
obesity,knn,weights,f1,5.297032016576852e-05,0.0072780711844394955,0.01029274697695115,0.7991389491034834,0.7939925756150078,0.804285322591959,0.009107391389950925,2
obesity,knn,weights,auc,5.352164486953765e-06,0.0023134745485856906,0.0032717470828148576,0.9468270206753673,0.9451911471339599,0.9484628942167748,0.002443397260605744,2
obesity,logistic_regression,C,accuracy,0.025659707119037267,0.16018647608033978,0.39234449760765555,0.7986443381180224,0.569377990430622,0.9617224880382775,0.2005729815324474,6
obesity,logistic_regression,C,precision,0.02660206001960283,0.16310137957602575,0.3795028783437743,0.7949895545867055,0.5833142135162398,0.9628170918600141,0.20516166361559043,6
obesity,logistic_regression,C,recall,0.025659707119037267,0.16018647608033978,0.39234449760765555,0.7986443381180224,0.569377990430622,0.9617224880382775,0.2005729815324474,6
obesity,logistic_regression,C,f1,0.03239547871932095,0.1799874404488295,0.4408871505710201,0.7828765907371142,0.5209285711127429,0.9618157216837631,0.2299052527287386,6
obesity,logistic_regression,C,auc,0.0023763017397846935,0.04874732546288764,0.11758768538324404,0.9535214600834335,0.8782785451958082,0.9958662305790522,0.051123469689525636,6
obesity,logistic_regression,penalty,accuracy,0.0017885350610105035,0.04229107542981738,0.05980861244019131,0.9222488038277512,0.8923444976076556,0.9521531100478469,0.04585647089406917,2
obesity,logistic_regression,penalty,precision,0.0017675767849951547,0.0420425592108182,0.05945715743281299,0.9236121332492611,0.8938835545328545,0.9533407119656675,0.04551971298050489,2
obesity,logistic_regression,penalty,recall,0.0017885350610105035,0.04229107542981738,0.05980861244019131,0.9222488038277512,0.8923444976076556,0.9521531100478469,0.04585647089406917,2
obesity,logistic_regression,penalty,f1,0.0019266500049259958,0.04389362146059488,0.06207495477124403,0.9211252819138219,0.8900878045281999,0.9521627592994439,0.04765217318690581,2
obesity,logistic_regression,penalty,auc,6.106804061273321e-05,0.007814604315813642,0.011051519408002974,0.9909116733075725,0.985385913603571,0.996437433011574,0.007886277381039633,2
obesity,svm,C,accuracy,0.01577897777777778,0.12561440115598918,0.29533333333333334,0.8838666666666667,0.6699999999999999,0.9653333333333333,0.14211917463718793,5
obesity,svm,C,precision,0.01580247113001018,0.12570788014285414,0.29534133323045564,0.8855194337011506,0.6712730968465869,0.9666144300770425,0.1419594820380629,5
obesity,svm,C,recall,0.01577897777777778,0.12561440115598918,0.29533333333333334,0.8838666666666667,0.6699999999999999,0.9653333333333333,0.14211917463718793,5
obesity,svm,C,f1,0.017930873174067954,0.13390621036407518,0.3146514786173674,0.8794276174675085,0.6505569654501036,0.965208444067471,0.15226518670142003,5
obesity,svm,C,auc,0.000516087548130277,0.022717560347235287,0.05294893665978695,0.9853326970119026,0.9456452613273048,0.9985941979870917,0.023055725661117348,5
obesity,svm,kernel,accuracy,0.003872000000000007,0.06222539674441624,0.08800000000000008,0.9059999999999999,0.8619999999999999,0.95,0.06868145336028283,2
obesity,svm,kernel,precision,0.003616440103418247,0.060136844807640574,0.08504634152529134,0.9098882903744681,0.8673651196118224,0.9524114611371137,0.06609255822260447,2
obesity,svm,kernel,recall,0.003872000000000007,0.06222539674441624,0.08800000000000008,0.9059999999999999,0.8619999999999999,0.95,0.06868145336028283,2
obesity,svm,kernel,f1,0.003787451596801022,0.06154227487508909,0.08703391978764397,0.9062777215592795,0.8627607616654576,0.9497946814531015,0.06790663988650593,2
obesity,svm,kernel,auc,8.245742364560899e-05,0.009080607008653607,0.01284191758621811,0.9907724366592123,0.9843514778661033,0.9971933954523214,0.009165179280998697,2
smartphone_har,knn,distance_metric,accuracy,0.00015567412017926925,0.012476943543162694,0.0176450627757041,0.8931116389548693,0.8842891075670173,0.9019341703427214,0.013970194765083762,2
smartphone_har,knn,distance_metric,precision,0.00014552870457526217,0.012063527866062322,0.0170604047182511,0.900554199036866,0.8920239966777403,0.9090844013959914,0.013395671108928423,2
smartphone_har,knn,distance_metric,recall,0.00015567412017926925,0.012476943543162694,0.0176450627757041,0.8931116389548693,0.8842891075670173,0.9019341703427214,0.013970194765083762,2
smartphone_har,knn,distance_metric,f1,0.00014981866212034365,0.012240043387192043,0.017310035362202103,0.8920195862960985,0.8833645686149975,0.9006746039771996,0.013721720436673307,2
smartphone_har,knn,distance_metric,auc,1.6401276851632806e-05,0.004049848991213476,0.005727351368937095,0.9790977120251676,0.976234036340699,0.9819613877096361,0.004136307277071213,2
smartphone_har,knn,n_neighbors,accuracy,0.00013558284483989396,0.011644004673646175,0.03936206311503232,0.8840176450627757,0.8547675602307431,0.8941296233457754,0.013171688075094149,10
smartphone_har,knn,n_neighbors,precision,0.0001637774558885026,0.012797556637440704,0.04124374995359725,0.8928161284476899,0.8605966936515107,0.901840443605108,0.01433392187895552,10
smartphone_har,knn,n_neighbors,recall,0.00013558284483989396,0.011644004673646175,0.03936206311503232,0.8840176450627757,0.8547675602307431,0.8941296233457754,0.013171688075094149,10
smartphone_har,knn,n_neighbors,f1,0.00013160894424433302,0.011472094152522155,0.03902576145900638,0.8829395218997386,0.8542229251426592,0.8932486866016656,0.012993069024522451,10
smartphone_har,knn,n_neighbors,auc,0.0006007540643193279,0.024510284868179886,0.08046271708116148,0.9777018157143754,0.9125588484856313,0.9930215655667928,0.02506928439144915,10
smartphone_har,knn,weights,accuracy,9.211486401141121e-07,0.0009597648879356403,0.001357312521208076,0.8849677638276213,0.8842891075670173,0.8856464200882254,0.0010845196030469064,2
smartphone_har,knn,weights,precision,5.006777149224556e-07,0.0007075858357276915,0.0010006774854292022,0.892524335420455,0.8920239966777403,0.8930246741631696,0.0007927916446046912,2
smartphone_har,knn,weights,recall,9.211486401141121e-07,0.0009597648879356403,0.001357312521208076,0.8849677638276213,0.8842891075670173,0.8856464200882254,0.0010845196030469064,2
smartphone_har,knn,weights,f1,9.225573594010401e-07,0.0009604984952622466,0.0013583499986388192,0.8840437436143169,0.8833645686149975,0.8847229186136363,0.0010864829961188943,2
smartphone_har,knn,weights,auc,6.731632574396057e-08,0.0002594538990725724,0.000366923222879012,0.9764174979521385,0.976234036340699,0.9766009595635781,0.0002657202473498587,2
smartphone_har,svm,C,accuracy,0.009068673818848523,0.0952295847877566,0.2192059721750933,0.9047166610111977,0.7356633864947404,0.9548693586698337,0.10525901521623236,5
smartphone_har,svm,C,precision,0.0035199899900046423,0.059329503537486665,0.13831226359415327,0.9219726907708102,0.817925764860029,0.9562380284541823,0.06435060835466239,5
smartphone_har,svm,C,recall,0.009068673818848523,0.0952295847877566,0.2192059721750933,0.9047166610111977,0.7356633864947404,0.9548693586698337,0.10525901521623236,5
smartphone_har,svm,C,f1,0.01425627298779251,0.11939963562671584,0.27360967477379483,0.8935534709835352,0.6810322351339916,0.9546419099077864,0.1336233806973997,5
smartphone_har,svm,C,auc,4.04774719454814e-05,0.006362190813350492,0.014572730671036371,0.9944625572217001,0.9831384572551694,0.9977111879262057,0.0063976172528053665,5
smartphone_har,svm,kernel,accuracy,0.0002946524212564719,0.01716544264668033,0.031557516118086215,0.9446895147607736,0.9250084832032576,0.9565659993213438,0.01817045958324962,3
smartphone_har,svm,kernel,precision,0.00023949907256166821,0.015475757576340753,0.02893919045932325,0.9465895096183928,0.928950798505112,0.9578899889644352,0.01634896374731602,3
smartphone_har,svm,kernel,recall,0.0002946524212564719,0.01716544264668033,0.031557516118086215,0.9446895147607736,0.9250084832032576,0.9565659993213438,0.01817045958324962,3
smartphone_har,svm,kernel,f1,0.0003079691594520433,0.017549050101132065,0.032190237901187135,0.9442980650088982,0.9241649471554533,0.9563551850566404,0.01858422753515512,3
smartphone_har,svm,kernel,auc,5.639725882063687e-06,0.0023748107044696608,0.004151731503758249,0.9962371214101289,0.9934952958841295,0.9976470273878878,0.0023837805813822946,3
sms_spam,decision_tree,criterion,accuracy,2.0030847505158012e-05,0.00447558348209013,0.007751937984496138,0.9625322997416021,0.9573643410852714,0.9651162790697675,0.0046498008256882686,3
sms_spam,decision_tree,criterion,precision,0.0007645101769811621,0.027649777159701704,0.047890818858560835,0.8550041356492969,0.823076923076923,0.8709677419354839,0.03233876423147854,3
sms_spam,decision_tree,criterion,recall,2.0345052083333332e-05,0.004510548978043951,0.0078125,0.8411458333333334,0.8359375,0.84375,0.005362386401142035,3
sms_spam,decision_tree,criterion,f1,0.00025549550389231926,0.015984226721750393,0.027685492801771794,0.8479143595422665,0.8294573643410853,0.8571428571428571,0.018851227770666876,3
sms_spam,decision_tree,criterion,auc,4.446925679279339e-05,0.00666852733313686,0.011550228152654829,0.9052345478429205,0.8975343957411505,0.9090846238938053,0.007366629288538827,3
sms_spam,decision_tree,max_depth,accuracy,0.0005626894584326536,0.02372107624945912,0.06879844961240311,0.9336778639104222,0.8885658914728682,0.9573643410852714,0.02540606044799081,9
sms_spam,decision_tree,max_depth,precision,0.004970428117574794,0.07050126323389386,0.25724637681159424,0.831381664419686,0.6666666666666666,0.9239130434782609,0.08480011798564809,9
sms_spam,decision_tree,max_depth,recall,0.0424346923828125,0.20599682614742515,0.6328125,0.5703125,0.203125,0.8359375,0.36119991434069065,9
sms_spam,decision_tree,max_depth,f1,0.030244201370833723,0.1739086006235279,0.5180801188321033,0.6609988356038069,0.31137724550898205,0.8294573643410853,0.2630997079815829,9
sms_spam,decision_tree,max_depth,auc,0.008712130268249884,0.0933387929440374,0.3031621612278762,0.7671906687868731,0.5943722345132743,0.8975343957411505,0.12166309724755929,9
sms_spam,decision_tree,min_samples_leaf,accuracy,0.00016563007030827534,0.012869734663475985,0.0339147286821706,0.945736434108527,0.9234496124031008,0.9573643410852714,0.013608162062200018,6
sms_spam,decision_tree,min_samples_leaf,precision,0.0024260755263778933,0.04925520811424811,0.15386996904024763,0.8307548904898643,0.7578947368421053,0.9117647058823529,0.05928969985985181,6
sms_spam,decision_tree,min_samples_leaf,recall,0.008487955729166666,0.09213010218797474,0.2734375,0.7057291666666666,0.5625,0.8359375,0.13054597505602325,6
sms_spam,decision_tree,min_samples_leaf,f1,0.0044096966217258855,0.06640554661868153,0.18371745402718398,0.7611953864891197,0.6457399103139013,0.8294573643410853,0.08723850380250658,6
sms_spam,decision_tree,min_samples_leaf,auc,0.0005385831879490242,0.023207395113390563,0.052362762721238965,0.9102664373617255,0.8831409015486725,0.9355036642699115,0.025495167305798743,6
sms_spam,decision_tree,min_samples_split,accuracy,9.013881377321108e-06,0.003002312671478623,0.007751937984496138,0.9544573643410853,0.9496124031007752,0.9573643410852714,0.003145570230422273,6
sms_spam,decision_tree,min_samples_split,precision,0.0006978446586728583,0.02641674958568632,0.07511028558161137,0.8128729874609228,0.7808219178082192,0.8559322033898306,0.03249800398485532,6
sms_spam,decision_tree,min_samples_split,recall,0.001287841796875,0.035886512743299535,0.1015625,0.82421875,0.7890625,0.890625,0.04354003441841081,6
sms_spam,decision_tree,min_samples_split,f1,0.0001604895014877387,0.012668445109315456,0.033667175918067116,0.8176977953930082,0.7984496124031008,0.8321167883211679,0.015492820429125226,6
sms_spam,decision_tree,min_samples_split,auc,0.0007287020105338069,0.026994481112512736,0.06966433904867253,0.9083104316463864,0.8794420630530974,0.9491064021017699,0.02971944411513919,6
sms_spam,knn,distance_metric,accuracy,0.0007511567814434213,0.027407239580873904,0.03875968992248058,0.8992248062015504,0.8798449612403101,0.9186046511627907,0.030478740568385634,2
sms_spam,knn,distance_metric,precision,0.01050199537912203,0.10247924365022426,0.14492753623188404,0.9057971014492754,0.8333333333333334,0.9782608695652174,0.11313708498984758,2
sms_spam,knn,distance_metric,recall,0.048828125,0.2209708691207961,0.3125,0.1953125,0.0390625,0.3515625,1.131370849898476,2
sms_spam,knn,distance_metric,f1,0.09795380384181283,0.31297572404551255,0.4426145136387031,0.2959341224909933,0.07462686567164178,0.5172413793103449,1.0575857944703144,2
sms_spam,knn,distance_metric,auc,0.04639748977470233,0.2154007654923778,0.30462268390486724,0.6785791447732301,0.5262678028207965,0.8308904867256638,0.31742909747743747,2
sms_spam,knn,n_neighbors,accuracy,0.000639200277518287,0.025282410437264227,0.07848837209302328,0.9009866102889358,0.875968992248062,0.9544573643410853,0.028060805952661666,11
sms_spam,knn,n_neighbors,precision,0.1586448806219562,0.39830249888992186,1.0,0.8050053549070082,0.0,1.0,0.4947824215851739,11
sms_spam,knn,n_neighbors,recall,0.045060591264204544,0.2122748012935227,0.6640625,0.20738636363636365,0.0,0.6640625,1.0235716445934244,11
sms_spam,knn,n_neighbors,f1,0.06992303393207108,0.2644296389062147,0.783410138248848,0.2988082759754829,0.0,0.783410138248848,0.8849475070359533,11
sms_spam,knn,n_neighbors,auc,0.00024924589736714006,0.015787523471625944,0.0453323769358408,0.8160142108306516,0.7889371888827433,0.8342695658185841,0.019347118300250224,11
sms_spam,knn,weights,accuracy,7.934093503996182e-05,0.008907352863784045,0.012596899224806224,0.9249031007751938,0.9186046511627907,0.9312015503875969,0.009630579523756034,2
sms_spam,knn,weights,precision,1.1471944104887114e-05,0.0033870258494565868,0.004789977892409758,0.9806558585114222,0.9782608695652174,0.9830508474576272,0.0034538373681853004,2
sms_spam,knn,weights,recall,0.005157470703125,0.07181553246425873,0.1015625,0.40234375,0.3515625,0.453125,0.17849297389174984,2
sms_spam,knn,weights,f1,0.005312689217618228,0.07288819669616081,0.10307947630462844,0.5687811174626591,0.5172413793103449,0.6203208556149733,0.12814805987462474,2
sms_spam,knn,weights,auc,8.67327542917035e-05,0.009313042160953825,0.013170630530973337,0.8374758019911505,0.8308904867256638,0.8440611172566371,0.011120371643946598,2
sms_spam,logistic_regression,C,accuracy,0.002774178484866693,0.052670470710510016,0.1027131782945736,0.923611111111111,0.875968992248062,0.9786821705426356,0.05702667505498829,6
sms_spam,logistic_regression,C,precision,0.28231883452284334,0.5313368371596716,0.9885057471264368,0.4849480021893815,0.0,0.9885057471264368,1.0956573380256434,6
sms_spam,logistic_regression,C,recall,0.19380900065104165,0.4402374366759847,0.8671875,0.3971354166666667,0.0,0.8671875,1.1085322995644467,6
sms_spam,logistic_regression,C,f1,0.2285188569380991,0.4780364598418191,0.9098360655737705,0.43497267759562847,0.0,0.9098360655737705,1.0990034189830764,6
sms_spam,logistic_regression,C,auc,0.000274078504970814,0.016555316516781368,0.04365147953539816,0.9716335960545724,0.9391333655973452,0.9827848451327433,0.01703864150437582,6
sms_spam,logistic_regression,penalty,accuracy,4.225256895619268e-06,0.0020555429685655486,0.0029069767441860517,0.9597868217054264,0.9583333333333334,0.9612403100775194,0.0021416661721955035,2
sms_spam,logistic_regression,penalty,precision,0.0011764037521469184,0.03429874271962339,0.04850574712643685,0.9642528735632183,0.94,0.9885057471264368,0.035570277942630055,2
sms_spam,logistic_regression,penalty,recall,0.001953125,0.04419417382415922,0.0625,0.703125,0.671875,0.734375,0.0628539361054709,2
sms_spam,logistic_regression,penalty,f1,0.00030163127116035617,0.017367534976511667,0.024561403508771895,0.812280701754386,0.8,0.8245614035087719,0.021381198567195787,2
sms_spam,logistic_regression,penalty,auc,0.0001072883605957015,0.01035800949003724,0.014648437499999889,0.9754606263827434,0.9681364076327434,0.9827848451327433,0.010618582862178023,2
sms_spam,svm,C,accuracy,0.0029168133210858986,0.054007530225755544,0.10368217054263562,0.9349390919158361,0.875968992248062,0.9796511627906976,0.0577658274135117,7
sms_spam,svm,C,precision,0.23371086130092542,0.4834365121718936,1.0,0.707632777881795,0.0,1.0,0.6831742780754119,7
sms_spam,svm,C,recall,0.19408889043898805,0.4405552070274372,0.84375,0.4810267857142857,0.0,0.84375,0.9158641890872014,7
sms_spam,svm,C,f1,0.22396235400338868,0.47324661013407027,0.9113924050632911,0.525557635352822,0.0,0.9113924050632911,0.900465673600891,7
sms_spam,svm,C,auc,1.2877941055126564e-06,0.0011348101627640882,0.0028864767699113836,0.9841638847187105,0.9826897815265487,0.9855762582964601,0.0011530703172352589,7
sms_spam,svm,kernel,accuracy,0.00034639281994271095,0.0186116313079405,0.03875968992248058,0.965843023255814,0.937984496124031,0.9767441860465116,0.01926983045878565,4
sms_spam,svm,kernel,precision,0.00033871314297259604,0.018404161023328286,0.037480063795853336,0.9673274094326726,0.9473684210526315,0.9848484848484849,0.0190257826294017,4
sms_spam,svm,kernel,recall,0.026911417643229168,0.1640469982755831,0.34375,0.751953125,0.5078125,0.8515625,0.2181612029015547,4
sms_spam,svm,kernel,f1,0.012411933257918353,0.11140885628134935,0.23072335349748663,0.8369029235523477,0.6701030927835051,0.9008264462809917,0.13312040518207222,4
sms_spam,svm,kernel,auc,2.125153686083526e-06,0.0014577906866500162,0.0028778346238936825,0.984359876244469,0.9827243501106194,0.9856021847345131,0.001480952974446481,4
sonar,decision_tree,criterion,accuracy,0.0011337868480725596,0.03367175148507365,0.04761904761904756,0.8571428571428572,0.8333333333333334,0.8809523809523809,0.039283710065919256,2
sonar,decision_tree,criterion,precision,0.008062484252960442,0.08979133729352984,0.12698412698412698,0.8412698412698413,0.7777777777777778,0.9047619047619048,0.10673309904702603,2
sonar,decision_tree,criterion,recall,0.00413223140495868,0.06428243465332252,0.09090909090909094,0.9090909090909092,0.8636363636363636,0.9545454545454546,0.07071067811865477,2
sonar,decision_tree,criterion,f1,0.0003531969845807458,0.018793535712599313,0.02657807308970106,0.8704318936877076,0.8571428571428571,0.8837209302325582,0.02159104675378776,2
sonar,decision_tree,max_depth,accuracy,0.001277002028881729,0.03573516515817059,0.11904761904761907,0.8190476190476191,0.7142857142857143,0.8333333333333334,0.04363014350706874,20
sonar,decision_tree,max_depth,precision,0.0008656176817705645,0.029421381370876597,0.15476190476190477,0.7738174603174605,0.6785714285714286,0.8333333333333334,0.03802108750403022,20
sonar,decision_tree,max_depth,recall,0.0046541974771639886,0.06822167893832567,0.2727272727272728,0.9272727272727271,0.6818181818181818,0.9545454545454546,0.0735723988550571,20
sonar,decision_tree,max_depth,f1,0.0013011281818009414,0.036071154428447966,0.1071428571428571,0.842065349544073,0.75,0.8571428571428571,0.04283652622445312,20
sonar,decision_tree,min_samples_leaf,accuracy,0.0006564029120420097,0.025620361278522394,0.11904761904761907,0.7619047619047619,0.7142857142857143,0.8333333333333334,0.033626724178060646,20
sonar,decision_tree,min_samples_leaf,precision,0.0015498323993391977,0.03936791078199601,0.1607142857142857,0.8139571913294823,0.7142857142857143,0.875,0.04836607035524089,20
sonar,decision_tree,min_samples_leaf,recall,0.0067638103523271,0.08224238780779106,0.31818181818181823,0.7136363636363636,0.6363636363636364,0.9545454545454546,0.11524411030391103,20
sonar,decision_tree,min_samples_leaf,f1,0.001104979156681725,0.03324122676258692,0.13919413919413914,0.7567274921394694,0.717948717948718,0.8571428571428571,0.04392760552230652,20
sonar,decision_tree,min_samples_split,accuracy,0.0013791091485327069,0.03713635884860963,0.11904761904761907,0.7644110275689221,0.7142857142857143,0.8333333333333334,0.04858166288719753,19
